state,city,college,country
new jersey,montclair,montclair state university,united states
new jersey,jersey city,new jersey city university,united states
new jersey,newark,new jersey institute of technology,united states
new jersey,princeton,princeton university,united states
new jersey,mahwah,ramapo college of new jersey,united states
new jersey,lawrenceville ,rider university,united states
new jersey,glassboro,rowan university,united states
new jersey,new brunswick,rutgers university,united states
new jersey,camden,rutgers university-camden,united states
new jersey,newark,rutgers university-newark,united states
new jersey,morristown,saint elizabeth university,united states
new jersey,jersey city,saint peter's university,united states
new jersey,south orange,seton hall university,united states
new jersey,hoboken,stevens institute of technology,united states
new jersey,galloway,stockton university,united states
new jersey,ewing,the college of new jersey,united states
new jersey,trenton,thomas edison state university,united states
new jersey,wayne,william paterson university,united states
new mexico,portales,eastern new mexico university,united states
new mexico,santa fe,institute of american indian arts,united states
new mexico,crownpoint,navajo technical university,united states
new mexico,las vegas,new mexico highlands university,united states
new mexico,socorro,new mexico institute of mining and technology,united states
new mexico,roswell,new mexico military institute,united states
new mexico,las cruces,new mexico state university,united states
new mexico,española,northern new mexico college,united states
new mexico,farmington,san juan college,united states
new mexico,santa fe,santa fe community college,united states
new mexico,albuquerque,university of new mexico,united states
new mexico,silver city,western new mexico university,united states
new york,new york city,asa college,united states
new york,garden city,adelphi university,united states
new york,queensbury,adirondack community college,united states
new york,albany,albany college of pharmacy and health sciences,united states
new york,albany,albany medical college,united states
new york,new york city,albert einstein college of medicine,united states
new york,alfred,alfred university,united states
new york,new york city,bank street college of education,united states
new york,annadale-on-hudson,bard college,united states
new york,new york city,barnard college,united states
new york,new york city,berkeley college new york campuses,united states
new york,new york city,boricua college,united states
new york,syracuse,bryant & stratton college,united states
new york,albany,bryant & stratton college-albany,united states
new york,getzville,bryant & stratton college-amherst,united states
new york,buffalo,bryant & stratton college-buffalo,united states
new york,rochester,bryant & stratton college-greece,united states
new york,rochester,bryant & stratton college-henrietta,united states
new york,orchard park,bryant & stratton college-southtowns,united states
new york,liverpool,bryant & stratton college-syracuse north,united states
new york,new york city,cuny baruch college,united states
new york,new york city,cuny borough of manhattan community college,united states
new york,new york city,cuny bronx community college,united states
new york,new york city,cuny brooklyn college,united states
new york,new york city,cuny city college of new york,united states
new york,new york city,cuny college of staten island,united states
new york,new york city,cuny guttman community college,united states
new york,new york city,cuny hostos community college,united states
new york,new york city,cuny hunter college,united states
new york,new york city,cuny john jay college of criminal justice,united states
new york,new york city,cuny kingsborough community college,united states
new york,new york city,cuny laguardia community college,united states
new york,new york city,cuny lehman college,united states
new york,new york city,cuny medgar evers college,united states
new york,new york city,cuny new york city college of technology,united states
new york,new york city,cuny queens college,united states
new york,new york city,cuny queensborough community college,united states
new york,new york city,cuny school of law,united states
new york,new york city,cuny york college,united states
new york,buffalo,canisius college,united states
new york,auburn,cayuga county community college,united states
new york,cazenovia,cazenovia college,united states
new york,potsdam,clarkson university,united states
new york,schenectady,clarkson university capital region campus,united states
new york,plattsburgh,clinton community college,united states
new york,hamilton,colgate university,united states
new york,new york city,college of mount saint vincent,united states
new york,new york city,columbia university,united states
new york,hudson,columbia-greene community college,united states
new york,bronxville,concordia college new york,united states
new york,ithaca,cornell university,united states
new york,hyde park,culinary institute of america,united states
new york,buffalo,d'youville college,united states
new york,amherst,daemen college,united states
new york,johnson city,davis college,united states
new york,new york city,devry college of new york,united states
new york,orangeburg,dominican college,united states
new york,poughkeepsie,dutchess community college,united states
new york,lima,elim bible institute and college,united states
new york,vestal,elmira business institute,united states
new york,elmira,elmira college,united states
new york,new york city,elyon college,united states
new york,buffalo,erie community college,united states
new york,albany,excelsior college,united states
new york,farmingdale,farmingdale state college,united states
new york,new york city,fashion institute of technology,united states
new york,canandaigua,finger lakes community college,united states
new york,geneva,finger lakes health college of nursing & health sciences,united states
new york,dix hills,five towns college,united states
new york,new york city,fordham university,united states
new york,johnstown,fulton-montgomery community college,united states
new york,batavia,genesee community college,united states
new york,new york city,glasgow caledonian new york college,united states
new york,clinton,hamilton college,united states
new york,oneonta,hartwick college,united states
new york,new york city,hebrew union college-jewish institute of religion,united states
new york,new york city,helene fuld college of nursing,united states
new york,herkimer,herkimer county community college,united states
new york,hamburg,hilbert college,united states
new york,geneva,hobart william smith colleges,united states
new york,hempstead,hofstra university,united states
new york,houghton,houghton college,united states
new york,troy,hudson valley community college,united states
new york,new york city,icahn school of medicine at mount sinai,united states
new york,new rochelle,iona college,united states
new york,ithaca ,ithaca college,united states
new york,jamestown,jamestown business college,united states
new york,jamestown,jamestown community college,united states
new york,watertown,jefferson community college,united states
new york,keuka park,keuka college,united states
new york,syracuse,le moyne college,united states
new york,new york city,long island business institute,united states
new york,brookville,long island university,united states
new york,new york city,manhattan college,united states
new york,purchase,manhattanville college,united states
new york,albany,maria college of albany,united states
new york,poughkeepsie,marist college,united states
new york,new york city,marymount manhattan college,united states
new york,buffalo,medaille college,united states
new york,dobbs ferry,mercy college,united states
new york,new york city,metropolitan college of new york,united states
new york,albany,mildred elley school-albany campus,united states
new york,new york city,mildred elley-new york campus,united states
new york,utica,mohawk valley community college,united states
new york,rockville centre,molloy college,united states
new york,new york city,monroe college,united states
new york,rochester,monroe community college,united states
new york,newburgh,mount saint mary college,united states
new york,garden city,nassau community college,united states
new york,rochester,nazareth college,united states
new york,new york city,new york automotive and diesel institute,united states
new york,seneca falls,new york chiropractic college,united states
new york,syosset,new york college of health professions,united states
new york,new york city,new york college of podiatric medicine,united states
new york,mineola,new york college of traditional chinese medicine,united states
new york,old westbury,new york institute of technology,united states
new york,new york city,new york law school,united states
new york,valhalla,new york medical college,united states
new york,new york city,new york school of interior design,united states
new york,new york city,new york university,united states
new york,sanborn,niagara county community college,united states
new york,niagara,niagara university,united states
new york,rochester,northeastern seminary,united states
new york,new york city,nyack college,united states
new york,syracuse,onondaga community college,united states
new york,middletown,orange county community college,united states
new york,new york city,pace university,united states
new york,new york city,pacific college of oriental medicine,united states
new york,paul smiths,paul smiths college,united states
new york,new york city,plaza college,united states
new york,new york city,pratt institute,united states
new york,troy,rensselaer polytechnic institute,united states
new york,rochester,roberts wesleyan college,united states
new york,rochester,rochester institute of technology,united states
new york,new york city,rockefeller university,united states
new york,suffern,rockland community college,united states
new york,troy,russell sage college,united states
new york,albany,suny albany,united states
new york,alfred,suny alfred state college of technology,united states
new york,vestal,suny binghamton,united states
new york,brockport,suny brockport,united states
new york,binghamton,suny broome community college,united states
new york,buffalo,suny buffalo state,united states
new york,canton,suny canton,united states
new york,cobleskill,suny cobleskill,united states
new york,potsdam,suny college at potsdam,united states
new york,syracuse,suny college of environmental science and forestry,united states
new york,new york city,suny college of optometry,united states
new york,corning,suny corning community college,united states
new york,cortland,suny cortland,united states
new york,delhi,suny delhi,united states
new york,new york city,suny downstate health sciences university,united states
new york,saratoga springs,suny empire state college,united states
new york,geneseo,suny geneseo,united states
new york,new york city,suny maritime college,united states
new york,morrisville,suny morrisville,united states
new york,new paltz,suny new paltz,united states
new york,old westbury,suny old westbury,united states
new york,oneonta,suny oneonta,united states
new york,oswego,suny oswego,united states
new york,plattsburgh,suny plattsburgh,united states
new york,utica,suny polytechnic institute,united states
new york,purchase,suny purchase college,united states
new york,buffalo,suny university at buffalo,united states
new york,valhalla,suny westchester community college,united states
new york,fredonia,suny at fredonia,united states
new york,utica,saint elizabeth college of nursing,united states
new york,bronxville,sarah lawrence college,united states
new york,schenectady,schenectady county community college,united states
new york,loudonville,siena college,united states
new york,saratoga springs,skidmore college,united states
new york,new york city,sotheby's institute of art,united states
new york,st. bonaventure,st. bonaventure university,united states
new york,new york city,st. francis college,united states
new york,rocheser,st. john fisher college,united states
new york,new york city,st. john's university,united states
new york,patchogue,st. joseph's college long island,united states
new york,new york city,st. joseph's college new york,united states
new york,syracuse,st. joseph's college of nursing,united states
new york,canton,st. lawrence university,united states
new york,sparkill,st. thomas aquinas college,united states
new york,stony brook,stony brook university,united states
new york,selden,suffolk county community college,united states
new york,loch sheldrake,sullivan county community college,united states
new york,new york city,swedish institute a college of health sciences,united states
new york,syracuse,syracuse university,united states
new york,albany,the college of saint rose,united states
new york,white plains,the college of westchester,united states
new york,new york city,"the graduate center, cuny",united states
new york,new york city,the king's college,united states
new york,new york city,the new school,united states
new york,dryden,tompkins cortland community college,united states
new york,new york city,touro college,united states
new york,buffalo,trocaire college,united states
new york,stone ridge,ulster county community college,united states
new york,schenectady,union college,united states
new york,kings point,united states merchant marine academy,united states
new york,west point,united states military academy west point,united states
new york,rochester,university of rochester,united states
new york,syracuse,upstate medical university,united states
new york,utica,utica college,united states
new york,poughkeepsie,vassar college,united states
new york,new york city,vaughn college of aeronautics and technology,united states
new york,buffalo,villa maria college,united states
new york,new york city,wagner college,united states
new york,glen cove,webb institute,united states
new york,new york city,weill cornell medical college,united states
new york,aurora,wells college,united states
new york,pottersville,word of life bible institute,united states
new york,new york city,yeshiva university,united states
north carolina,boone,appalachian state university,united states
north carolina,wilson,barton college,united states
north carolina,belmont,belmont abbey college,united states
north carolina,brevard,brevard college,united states
north carolina,bules creek,campbell university,united states
north carolina,charlotte,carolinas college of health sciences,united states
north carolina,salisbury,catawba college,united states
north carolina,murfreesboro,chowan university,united states
north carolina,davidson,davidson college,united states
north carolina,durham,duke university,united states
north carolina,durham,durham technical community college,united states
north carolina,greenville,east carolina university,united states
north carolina,elizabeth city,elizabeth city state university,united states
north carolina,elon,elon university,united states
north carolina,fayetteville,fayetteville state university,united states
north carolina,boiling springs,gardner-webb university,united states
north carolina,greensboro,greensboro college,united states
north carolina,greensboro,guilford college,united states
north carolina,high point,high point university,united states
north carolina,charlotte,johnson & wales university-charlotte,united states
north carolina,charlotte,johnson c smith university,united states
north carolina,banner elk,lees-mcrae college ,united states
north carolina,hickory,lenoir-rhyne university,united states
north carolina,salisbury,livingstone college,united states
north carolina,mars hill,mars hill university,united states
north carolina,raleigh,meredith college,united states
north carolina,fayetteville,methodist university,united states
north carolina,montreat,montreat college,united states
north carolina,greensboro,north carolina a&t state university,united states
north carolina,durham,north carolina central university,united states
north carolina,raleigh,north carolina state university,united states
north carolina,rocky mount,north carolina wesleyan college,united states
north carolina,misenheimer,pfeiffer university,united states
north carolina,charlotte,queens university of charlotte,united states
north carolina,raleigh,saint augustine's university,united states
north carolina,winston-salem,salem college,united states
north carolina,raleigh,shaw university,united states
north carolina,mount olive,university of mount olive,united states
north carolina,asheville,university of north carolina asheville,united states
north carolina,winston salem,university of north carolina school of the arts,united states
north carolina,wilmington,university of north carolina wilmington,united states
north carolina,chapel hill,university of north carolina at chapel hill,united states
north carolina,charlotte,university of north carolina at charlotte,united states
north carolina,greensboro,university of north carolina at greensboro,united states
north carolina,pembroke,university of north carolina at pembroke,united states
north carolina,winston-salem,wake forest university,united states
north carolina,raleigh,wake technical community college,united states
north carolina,swannanoa,warren wilson college,united states
north carolina,cullowhee,western carolina university,united states
north carolina,raleigh,william peace university,united states
north carolina,wingate,wingate university,united states
north carolina,winston-salem,winston-salem state university,united states
north dakota,bismarck,bismarck state college,united states
north dakota,bottineau,dakota college at bottineau,united states
north dakota,dickinson,dickinson state university,united states
north dakota,devils lake,lake region state college,united states
north dakota,mayville,mayville state university,united states
north dakota,minot,minot state university,united states
north dakota,wahpeton,north dakota state college of science,united states
north dakota,fargo,north dakota state university,united states
north dakota,new town,nueta hidatsa sahnish college,united states
north dakota,fort yates,sitting bull college,united states
north dakota,bismarck,university of mary,united states
north dakota,grand forks,university of north dakota,united states
north dakota,valley city,valley city state university,united states
north dakota,williston,williston state college,united states
northern mariana islands,saipan,northern marianas college,united states
ohio,dayton,air force institute of technology-graduate school of engineering & management,united states
ohio,ashland,ashland university,united states
ohio,berea,baldwin wallace university,united states
ohio,bluffton,bluffton university,united states
ohio,bowling green,bowling green state university,united states
ohio,huron,bowling green state university firelands,united states
ohio,columbus,capital university,united states
ohio,cleveland,case western reserve university,united states
ohio,cedarville,cedarville university,united states
ohio,wilberforce,central state university,united states
ohio,springfield,clark state community college,united states
ohio,cleveland,cleveland state university,united states
ohio,columbus,columbus college of art and design,united states
ohio,cleveland,cuyahoga community college district,united states
ohio,defiance,defiance college,united states
ohio,granville,denison university,united states
ohio,steubenville,franciscan university of steubenville,united states
ohio,tiffin,heidelberg university,united states
ohio,hiram,hiram college,united states
ohio,university heights,john carroll university,united states
ohio,kent,kent state university,united states
ohio,burton,kent state university geauga campus,united states
ohio,ashtabula,kent state university at ashtabula,united states
ohio,east liverpool,kent state university at east liverpool,united states
ohio,salem,kent state university at salem,united states
ohio,north canton,kent state university at stark,united states
ohio,warren,kent state university at trumbull,united states
ohio,new philadelphia,kent state university at tuscarawas,united states
ohio,gambier,kenyon college,united states
ohio,painesville,lake erie college,united states
ohio,elyria,lorain county community college,united states
ohio,sylvania,lourdes university,united states
ohio,canton,malone university,united states
ohio,marietta,marietta college,united states
ohio,oxford,miami university (ohio),united states
ohio,cincinnati,mount saint joseph university,united states
ohio,new concord,muskingum university,united states
ohio,mansfield,north central state college,united states
ohio,rootstown,northeast ohio medical university,united states
ohio,cleveland,notre dame college,united states
ohio,oberlin,oberlin college,united states
ohio,columbus,ohio dominican university,united states
ohio,ada,ohio northern university,united states
ohio,columbus,ohio state university,united states
ohio,athens,ohio university,united states
ohio,chillicothe,ohio university-chillicothe,united states
ohio,st. clairesville,ohio university-eastern,united states
ohio,lancaster,ohio university-lancaster,united states
ohio,irontown,ohio university-southern ,united states
ohio,zanesville,ohio university-zanesville ,united states
ohio,delaware,ohio wesleyan university,united states
ohio,westerville,otterbein university,united states
ohio,portsmouth,shawnee state university,united states
ohio,dayton,sinclair community college,united states
ohio,fremont,terra state community college,united states
ohio,wooster,the college of wooster,united states
ohio,findlay,the university of findlay,united states
ohio,tiffin,tiffin university,united states
ohio,akron,university of akron,united states
ohio,cincinnati,university of cincinnati,united states
ohio,dayton,university of dayton,united states
ohio,alliance,university of mount union,united states
ohio,toledo,university of toledo,united states
ohio,pepper pike,ursuline college,united states
ohio,north canton,walsh university,united states
ohio,wilmington,wilmington college,united states
ohio,springfield,wittenberg university,united states
ohio,dayton,wright state university,united states
ohio,celina,wright state university-lake campus,united states
ohio,cincinnati,xavier university,united states
ohio,youngstown,youngstown state university,united states
oklahoma,lawton,cameron university,united states
oklahoma,ada,east central university,united states
oklahoma,langston,langston university,united states
oklahoma,tahlequah,northeastern state university,united states
oklahoma,tonkawa,northern oklahoma college,united states
oklahoma,alva,northwestern oklahoma state university,united states
oklahoma,shawnee,oklahoma baptist university,united states
oklahoma,edmond,oklahoma christian university,united states
oklahoma,oklahoma city,oklahoma city university,united states
oklahoma,goodwell,oklahoma panhandle state university,united states
oklahoma,stillwater,oklahoma state university,united states
oklahoma,tulsa,oklahoma state university center for health sciences,united states
oklahoma,okmulgee,oklahoma state university institute of technology,united states
oklahoma,oklahoma city,oklahoma state university-oklahoma city,united states
oklahoma,tulsa,oral roberts university,united states
oklahoma,claremore,rogers state university,united states
oklahoma,midwest city,rose state college,united states
oklahoma,durant,southeastern oklahoma state university,united states
oklahoma,bethany,southern nazarene university,united states
oklahoma,weatherford,southwestern oklahoma state university,united states
oklahoma,edmond,university of central oklahoma,united states
oklahoma,norman,university of oklahoma,united states
oklahoma,chickasha,university of science and arts of oklahoma,united states
oklahoma,tulsa,university of tulsa,united states
oregon,la grande,eastern oregon university,united states
oregon,newberg,george fox university,united states
oregon,eugene,lane community college,united states
oregon,portland,lewis & clark college,united states
oregon,mcminnville,linfield university,united states
oregon,portland,linfield university-school of nursing,united states
oregon,portland,oregon health & science university,united states
oregon,klamath falls ,oregon institute of technology,united states
oregon,corvallis,oregon state university,united states
oregon,bend,oregon state university-cascades,united states
oregon,forest grove,pacific university,united states
oregon,portland,portland state university,united states
oregon,portland,reed college,united states
oregon,ashland,southern oregon university,united states
oregon,eugene,university of oregon,united states
oregon,portland,university of portland,united states
oregon,mounmouth,western oregon university,united states
oregon,salem,willamette university,united states
pennsylvania,reading,albright college,united states
pennsylvania,meadville,allegheny college,united states
pennsylvania,reading,alvernia university,united states
pennsylvania,glenslide,arcadia university,united states
pennsylvania,bloomsburg,bloomsburg university of pennsylvania,united states
pennsylvania,bryn athyn,bryn athyn college,united states
pennsylvania,bryn mawr,bryn mawr college,united states
pennsylvania,lewisburg,bucknell university,united states
pennsylvania,radnor,cabrini university,united states
pennsylvania,langhorne,cairn university,united states
pennsylvania,california,california university of pennsylvania,united states
pennsylvania,pittsburgh,carnegie mellon university,united states
pennsylvania,allentown,cedar crest college,united states
pennsylvania,pittsburgh,chatham university,united states
pennsylvania,philadelphia,chestnut hill college,united states
pennsylvania,cheyney,cheyney university of pennsylvania,united states
pennsylvania,clarion,clarion university of pennsylvania,united states
pennsylvania,south abington township,clarks summit university,united states
pennsylvania,pittsburgh,community college of allegheny county,united states
pennsylvania,center valley,desales university,united states
pennsylvania,doylestown,delaware valley university,united states
pennsylvania,carlisle,dickinson college,united states
pennsylvania,philadelphia,drexel university,united states
pennsylvania,pittsburgh,duquesne university,united states
pennsylvania,east stroudsburg,east stroudsburg university,united states
pennsylvania,st. davids,eastern university,united states
pennsylvania,edinboro,edinboro university,united states
pennsylvania,elizabethtown,elizabethtown college,united states
pennsylvania,lancaster,franklin and marshall college,united states
pennsylvania,erie,gannon university,united states
pennsylvania,beaver falls,geneva college,united states
pennsylvania,gettysburg,gettysburg college,united states
pennsylvania,grove city,grove city college,united states
pennsylvania,gwynedd valley,gwynedd mercy university,united states
pennsylvania,haverford,haverford college,united states
pennsylvania,philadelphia,holy family university,united states
pennsylvania,immaculata,immaculata university,united states
pennsylvania,indiana,indiana university of pennsylvania,united states
pennsylvania,huntingdon,juniata college,united states
pennsylvania,la plume,keystone college,united states
pennsylvania,wilkes-barre,king's college,united states
pennsylvania,kutztown,kutztown university,united states
pennsylvania,pittsburgh,la roche university,united states
pennsylvania,philadelphia,la salle university,united states
pennsylvania,easton,lafayette college,united states
pennsylvania,lancaster,lancaster bible college,united states
pennsylvania,annville,lebanon valley college,united states
pennsylvania,bethlehem,lehigh university,united states
pennsylvania,lincoln university,lincoln university,united states
pennsylvania,lock haven,lock haven university,united states
pennsylvania,williamsport,lycoming college,united states
pennsylvania,mansfield,mansfield university of pennsylvania,united states
pennsylvania,scranton,marywood university,united states
pennsylvania,erie,mercyhurst university,united states
pennsylvania,mechanicsburg,messiah university,united states
pennsylvania,millersville,millersville university of pennsylvania,united states
pennsylvania,dallas,misericordia university,united states
pennsylvania,bethlehem,moravian college,united states
pennsylvania,cresson,mount aloysius college,united states
pennsylvania,allentown,muhlenberg college,united states
pennsylvania,aston,neumann university,united states
pennsylvania,state college,penn state university,united states
pennsylvania,abington,penn state university abington,united states
pennsylvania,altoona,penn state university altoona,united states
pennsylvania,monaca,penn state university beaver,united states
pennsylvania,erie,penn state university behrend,united states
pennsylvania,reading,penn state university berks,united states
pennsylvania,media,penn state university brandywine,united states
pennsylvania,hershey,penn state university college of medicine,united states
pennsylvania,carlisle ,penn state university dickinson law,united states
pennsylvania,dubois,penn state university dubois,united states
pennsylvania,lemont furnace,penn state university fayette,united states
pennsylvania,malvern,penn state university great valley,united states
pennsylvania,mckeesport,penn state university greater allegheny,united states
pennsylvania,middletown,penn state university harrisburg,united states
pennsylvania,hazleton,penn state university hazleton,united states
pennsylvania,center valley,penn state university lehigh valley,united states
pennsylvania,mont alto,penn state university mont alto,united states
pennsylvania,new kensington,penn state university new kensington,united states
pennsylvania,schuylkill haven,penn state university schuylkill,united states
pennsylvania,dunmore,penn state university scranton,united states
pennsylvania,sharon,penn state university shenango,united states
pennsylvania,lehman,penn state university wilkes-barre,united states
pennsylvania,york,penn state university york,united states
pennsylvania,williamsport,pennsylvania college of technology,united states
pennsylvania,pittsburgh,point park university,united states
pennsylvania,moon township,robert morris university,united states
pennsylvania,rosemont,rosemont college,united states
pennsylvania,loretto,saint francis university,united states
pennsylvania,philadelphia,saint joseph's university,united states
pennsylvania,latrobe,saint vincent college,united states
pennsylvania,greensburg,seton hill university,united states
pennsylvania,shippensburg,shippensburg university of pennsylvania,united states
pennsylvania,slippery rock,slippery rock university of pennsylvania,united states
pennsylvania,selinsgrove,susquehanna university,united states
pennsylvania,swarthmore,swarthmore college,united states
pennsylvania,philadelphia,temple university,united states
pennsylvania,greenville,thiel college,united states
pennsylvania,philadelphia,thomas jefferson university,united states
pennsylvania,philadelphia,university of pennsylvania,united states
pennsylvania,pittsburgh,university of pittsburgh,united states
pennsylvania,johnstown,university of pittsburgh johnstown,united states
pennsylvania,bradford,university of pittsburgh at bradford,united states
pennsylvania,greensburg,university of pittsburgh at greensburg,united states
pennsylvania,scranton,university of scranton,united states
pennsylvania,phoenixville,university of valley forge,united states
pennsylvania,philadelphia,university of the sciences,united states
pennsylvania,collegeville,ursinus college,united states
pennsylvania,villanova,villanova university,united states
pennsylvania,washington,washington & jefferson college,united states
pennsylvania,waynesburg,waynesburg university,united states
pennsylvania,west chester,west chester university,united states
pennsylvania,new wilmington,westminster college,united states
pennsylvania,chester,widener university,united states
pennsylvania,wilkes-barre,wilkes university,united states
pennsylvania,chambersburg,wilson college,united states
pennsylvania,york,york college of pennsylvania,united states
puerto rico,san juan,colegio universitario de san juan,united states
puerto rico,san juan,conservatory of music of puerto rico,united states
puerto rico,san juan,escuela de artes plasticas y diseno de puerto rico,united states
puerto rico,aguadilla,university of puerto rico at aguadilla,united states
puerto rico,arecibo,university of puerto rico at arecibo,united states
puerto rico,bayamon,university of puerto rico at bayamon,united states
puerto rico,carolina,university of puerto rico at carolina,united states
puerto rico,cayey,university of puerto rico at cayey,united states
puerto rico,humacao,university of puerto rico at humacao,united states
puerto rico,ponce,university of puerto rico at ponce,united states
puerto rico,rio piedras,university of puerto rico at río piedras,united states
puerto rico,utuado,university of puerto rico at utuado,united states
puerto rico,san juan,"university of puerto rico, medical sciences",united states
rhode island,providence,brown university,united states
rhode island,smithfield,bryant university,united states
rhode island,providence,johnson & wales university,united states
rhode island,providence,providence college,united states
rhode island,providence,rhode island college,united states
rhode island,providence,rhode island school of design,united states
rhode island,bristol,roger williams university,united states
rhode island,newport,salve regina university,united states
rhode island,kingston,university of rhode island,united states
south carolina,anderson,anderson university,united states
south carolina,columbia,benedict college,united states
south carolina,greenville,bob jones university,united states
south carolina,north charleston,charleston southern university,united states
south carolina,orangeburg,claflin university,united states
south carolina,clemson,clemson university,united states
south carolina,conway,coastal carolina university,united states
south carolina,hartsville,coker university,united states
south carolina,charleston,college of charleston,united states
south carolina,spartanburg,converse college,united states
south carolina,due west,erskine college,united states
south carolina,florence,francis marion university,united states
south carolina,greenville,furman university,united states
south carolina,greenville,greenville technical college,united states
south carolina,greenwood,lander university,united states
south carolina,gaffney,limestone college,united states
south carolina,charleston,medical university of south carolina,united states
south carolina,newberry,newberry college,united states
south carolina,tigerville,north greenville university,united states
south carolina,clinton,presbyterian college,united states
south carolina,orangeburg,south carolina state university,united states
south carolina,central,southern wesleyan university,united states
south carolina,charleston,the citadel,united states
south carolina,pendleton,tri-county technical college,united states
south carolina,columbia,university of south carolina,united states
south carolina,aiken,university of south carolina aiken,united states
south carolina,blufton,university of south carolina beaufort,united states
south carolina,spartanburg,university of south carolina upstate,united states
south carolina,rock hill,winthrop university,united states
south carolina,spartanburg,wofford college,united states
south dakota,sioux falls,augustana university,united states
south dakota,spearfish,black hills state university,united states
south dakota,madison,dakota state university,united states
south dakota,yankton,mount marty college,united states
south dakota,aberdeen,northern state university,united states
south dakota,kyle ,oglala lakota college,united states
south dakota,mission,sinte gleska university,united states
south dakota,rapid city ,south dakota school of mines and technology,united states
south dakota,brookings,south dakota state university,united states
south dakota,sioux falls,university of sioux falls,united states
south dakota,vermillion,university of south dakota,united states
tennessee,clarksville,austin peay state university,united states
tennessee,nashville,belmont university,united states
tennessee,mckenzie,bethel university,united states
tennessee,jefferson city,carson-newman university,united states
tennessee,chattanooga,chattanooga state community college,united states
tennessee,memphis,christian brothers university,united states
tennessee,cleveland,cleveland state community college,united states
tennessee,columbia,columbia state community college,united states
tennessee,lebanon,cumberland university,united states
tennessee,dyersburg,dyersburg state community college,united states
tennessee,johnson city,east tennessee state university,united states
tennessee,jackson,jackson state community college,united states
tennessee,bristol,king university,united states
tennessee,jackson,lane college,united states
tennessee,memphis,lemoyne-owen college,united states
tennessee,cleveland,lee university,united states
tennessee,harrogate,lincoln memorial university,united states
tennessee,nashville,lipscomb university,united states
tennessee,maryville,maryville college,united states
tennessee,murfreesboro,middle tennessee state university,united states
tennessee,milligan college,milligan university,united states
tennessee,tullahoma,motlow state community college,united states
tennessee,nashville,nashville state community college,united states
tennessee,blountville,northeast state community college,united states
tennessee,knoxville,pellissippi state community college,united states
tennessee,memphis,rhodes college,united states
tennessee,harriman,roane state community college,united states
tennessee,collegedale,southern adventist university,united states
tennessee,memphis,southwest tennessee community college,united states
tennessee,athens,tennessee college of applied technology-athens,united states
tennessee,covington,tennessee college of applied technology-covington,united states
tennessee,crossville,tennessee college of applied technology-crossville,united states
tennessee,crump,tennessee college of applied technology-crump,united states
tennessee,dickson,tennessee college of applied technology-dickson,united states
tennessee,elizabethton,tennessee college of applied technology-elizabethton,united states
tennessee,harriman,tennessee college of applied technology-harriman,united states
tennessee,hartsville,tennessee college of applied technology-hartsville,united states
tennessee,hohenwald,tennessee college of applied technology-hohenwald,united states
tennessee,jacksboro,tennessee college of applied technology-jacksboro,united states
tennessee,jackson,tennessee college of applied technology-jackson,united states
tennessee,knoxville,tennessee college of applied technology-knoxville,united states
tennessee,livingston,tennessee college of applied technology-livingston,united states
tennessee,mckenzie,tennessee college of applied technology-mckenzie,united states
tennessee,mcminnville,tennessee college of applied technology-mcminnville,united states
tennessee,memphis,tennessee college of applied technology-memphis,united states
tennessee,morristown,tennessee college of applied technology-morristown,united states
tennessee,murfreesboro,tennessee college of applied technology-murfreesboro,united states
tennessee,nashville,tennessee college of applied technology-nashville,united states
tennessee,newbern,tennessee college of applied technology-newbern,united states
tennessee,huntsville,tennessee college of applied technology-oneida/huntsville,united states
tennessee,paris,tennessee college of applied technology-paris,united states
tennessee,pulaski,tennessee college of applied technology-pulaski,united states
tennessee,ripley,tennessee college of applied technology-ripley,united states
tennessee,shelbyville,tennessee college of applied technology-shelbyville,united states
tennessee,whiteville,tennessee college of applied technology-whiteville,united states
tennessee,nashville,tennessee state university,united states
tennessee,cookeville,tennessee technological university,united states
tennessee,sewanee,the university of the south,united states
tennessee,nashville,trevecca nazarene university,united states
tennessee,greenville,tusculum university,united states
tennessee,jackson,union university,united states
tennessee,memphis,university of memphis,united states
tennessee,memphis,university of tennessee health science center,united states
tennessee,chattanooga ,university of tennessee at chattanooga,united states
tennessee,martin,university of tennessee at martin,united states
tennessee,knoxville,"university of tennessee, knoxville",united states
tennessee,nashville,vanderbilt university,united states
tennessee,gallatin,volunteer state community college,united states
tennessee,morristown,walters state community college,united states
texas,abilene,abilene christian university,united states
texas,san angelo,angelo state university,united states
texas,sherman,austin college,united states
texas,austin,austin community college district,united states
texas,waco,baylor university,united states
texas,brenham,blinn college,united states
texas,richwood,brazosport college,united states
texas,mckinney,collin college mckinney,united states
texas,austin,concordia university texas,united states
texas,dallas,dallas baptist university,united states
texas,marshall,east texas baptist university,united states
texas,galveston,galveston college,united states
texas,dension,grayson college,united states
texas,abilene,hardin-simmons university,united states
texas,hillsboro,hill college,united states
texas,houston,houston baptist university,united states
texas,brownwood,howard payne university,united states
texas,beaumont,lamar university,united states
texas,laredo,laredo college,united states
texas,longview,letourneau university,united states
texas,lubbock,lubbock christian university,united states
texas,waco,mclennan community college,united states
texas,abilene,mcmurry university,united states
texas,midland,midland college,united states
texas,wichita falls,midwestern state university,united states
texas,odessa,odessa college,united states
texas,prairie view,prairie view a&m university,united states
texas,houston,rice university,united states
texas,austin,saint edward's university,united states
